pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21
"AB1 3DQ","AB1  3DQ","AB1 3DQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394755","0805114","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000109","01C39","S99999999","S01000078","S02000012","1","2A1","S00089075","S01006628","S02001257","S34003087","S03000012","S99999999","S99999999","1","2C2",57.136901,-2.088291,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3DR","AB1  3DR","AB1 3DR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394706","0805302","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000102","01C39","S99999999","S01000084","S02000012","1","2A1","S00089068","S01006627","S02001257","S34003074","S03000012","S99999999","S99999999","1","7B1",57.138589,-2.089105,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3DS","AB1  3DS","AB1 3DS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394739","0805222","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000101","01C39","S99999999","S01000078","S02000012","1","5C2","S00089067","S01006628","S02001257","S34003074","S03000012","S99999999","S99999999","1","2C2",57.137871,-2.088558,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3DT","AB1  3DT","AB1 3DT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394757","0805192","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000104","01C39","S99999999","S01000084","S02000012","1","5C2","S00089070","S01006628","S02001257","S34003074","S03000012","S99999999","S99999999","1","2C2",57.137602,-2.088260,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3DU","AB1  3DU","AB1 3DU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394808","0805128","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000108","01C39","S99999999","S01000078","S02000012","1","2A1","S00089074","S01006628","S02001257","S34003087","S03000012","S99999999","S99999999","1","7B1",57.137028,-2.087416,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3DX","AB1  3DX","AB1 3DX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394810","0805073","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000108","01C39","S99999999","S01000078","S02000012","1","2A1","S00089074","S01006628","S02001257","S34003087","S03000012","S99999999","S99999999","1","7B1",57.136534,-2.087382,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3DY","AB1  3DY","AB1 3DY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394755","0805015","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000087","01C39","S99999999","S01000064","S02000012","1","5B2","S00089051","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.136012,-2.088289,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3DZ","AB1  3DZ","AB1 3DZ","198107","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394720","0805030","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000098","01C39","S99999999","S01000078","S02000012","1","2A1","S00089064","S01006628","S02001257","S34003087","S03000012","S99999999","S99999999","1","2C2",57.136146,-2.088868,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3EA","AB1  3EA","AB1 3EA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394609","0804861","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000087","01C39","S99999999","S01000064","S02000012","1","5B2","S00089051","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.134627,-2.090698,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EB","AB1  3EB","AB1 3EB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394847","0805045","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000108","01C39","S99999999","S01000078","S02000012","1","2A1","S00089074","S01006628","S02001257","S34003087","S03000012","S99999999","S99999999","1","7B1",57.136282,-2.086770,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3ED","AB1  3ED","AB1 3ED","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394708","0804899","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000088","01C39","S99999999","S01000064","S02000012","1","5B1","S00089052","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.134969,-2.089063,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EE","AB1  3EE","AB1 3EE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394553","0804648","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000083","01C39","S99999999","S01000066","S02000012","1","2B1","S00089047","S01006624","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.132713,-2.091618,"S99999999","","S23000009",2058,"S99999999","S99999999","","",""
"AB1 3EH","AB1  3EH","AB1 3EH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394600","0804644","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000083","01C39","S99999999","S01000066","S02000012","1","2B1","S00089047","S01006624","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.132677,-2.090842,"S99999999","","S23000009",2058,"S99999999","S99999999","","",""
"AB1 3EJ","AB1  3EJ","AB1 3EJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394666","0804653","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000084","01C39","S99999999","S01000064","S02000012","1","5A1","S00089048","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.132759,-2.089752,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EL","AB1  3EL","AB1 3EL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394718","0804565","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000086","01C39","S99999999","S01000064","S02000012","1","5B1","S00089050","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.131969,-2.088891,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EN","AB1  3EN","AB1 3EN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394795","0804567","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000086","01C39","S99999999","S01000064","S02000012","1","5B1","S00089050","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.131988,-2.087619,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EP","AB1  3EP","AB1 3EP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394779","0804829","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000088","01C39","S99999999","S01000064","S02000012","1","5B1","S00089052","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.134341,-2.087889,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EQ","AB1  3EQ","AB1 3EQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394877","0804874","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001537","01C39","S99999999","S01000069","S02000012","1","5A1","S00090592","S01006626","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B3",57.134747,-2.086271,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3ER","AB1  3ER","AB1 3ER","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394697","0804838","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000088","01C39","S99999999","S01000064","S02000012","1","5B1","S00089052","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.134421,-2.089244,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3ES","AB1  3ES","AB1 3ES","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394898","0804921","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001537","01C39","S99999999","S01000069","S02000012","1","5A1","S00090592","S01006626","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B3",57.135169,-2.085925,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3ET","AB1  3ET","AB1 3ET","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394462","0804755","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000090","01C39","S99999999","S01000066","S02000012","1","2A1","S00089046","S01006624","S02001257","S34003141","S03000012","S99999999","S99999999","1","5A3",57.133673,-2.093124,"S99999999","","S23000009",2058,"S99999999","S99999999","","",""
"AB1 3EU","AB1  3EU","AB1 3EU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394825","0804636","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000085","01C39","S99999999","S01000064","S02000012","1","5C2","S00089049","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7C3",57.132608,-2.087125,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3EW","AB1  3EW","AB1 3EW","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394942","0804595","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000120","01C39","S99999999","S01000055","S02000012","1","5B2","S00089086","S01006629","S02001257","S34003081","S03000012","S99999999","S99999999","1","7C3",57.132241,-2.085191,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3EX","AB1  3EX","AB1 3EX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394544","0804773","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000089","01C39","S99999999","S01000066","S02000012","1","2A1","S00089053","S01006624","S02001257","S34003141","S03000012","S99999999","S99999999","1","3C1",57.133836,-2.091770,"S99999999","","S23000009",2058,"S99999999","S99999999","","",""
"AB1 3EY","AB1  3EY","AB1 3EY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394658","0804739","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000088","01C39","S99999999","S01000064","S02000012","1","5B1","S00089052","S01006625","S02001257","S34003081","S03000012","S99999999","S99999999","1","7A1",57.133531,-2.089886,"S99999999","","S23000009",3148,"S99999999","S99999999","","",""
"AB1 3HA","AB1  3HA","AB1 3HA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394804","0804722","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000117","01C39","S99999999","S01000069","S02000012","1","5C1","S00089083","S01006626","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B1",57.133380,-2.087473,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3HB","AB1  3HB","AB1 3HB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394804","0804763","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000117","01C39","S99999999","S01000069","S02000012","1","5C1","S00089083","S01006626","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B1",57.133749,-2.087474,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3HD","AB1  3HD","AB1 3HD","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394996","0804678","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000119","01C39","S99999999","S01000069","S02000012","1","5C1","S00089085","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7C3",57.132987,-2.084301,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3HE","AB1  3HE","AB1 3HE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394976","0804877","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001538","01C39","S99999999","S01000069","S02000012","1","5A1","S00090593","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.134775,-2.084635,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3HF","AB1  3HF","AB1 3HF","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394853","0804800","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000117","01C39","S99999999","S01000069","S02000012","1","5C1","S00089083","S01006626","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B1",57.134082,-2.086666,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3HH","AB1  3HH","AB1 3HH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394901","0804670","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000119","01C39","S99999999","S01000069","S02000012","1","5C1","S00089085","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7C3",57.132914,-2.085870,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3HJ","AB1  3HJ","AB1 3HJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395031","0804655","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000120","01C39","S99999999","S01000055","S02000012","1","5B2","S00089086","S01006629","S02001257","S34003081","S03000012","S99999999","S99999999","1","7C3",57.132781,-2.083722,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HL","AB1  3HL","AB1 3HL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395151","0804690","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000118","01C39","S99999999","S01000055","S02000012","1","5C2","S00089084","S01006629","S02001257","S34003135","S03000012","S99999999","S99999999","1","7C3",57.133097,-2.081740,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HN","AB1  3HN","AB1 3HN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395125","0804735","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000114","01C39","S99999999","S01000071","S02000015","1","5C2","S00089080","S01006632","S02001258","S34003128","S03000012","S99999999","S99999999","1","7B1",57.133501,-2.082171,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3HP","AB1  3HP","AB1 3HP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395110","0804615","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000118","01C39","S99999999","S01000055","S02000012","1","5C2","S00089084","S01006629","S02001257","S34003135","S03000012","S99999999","S99999999","1","7C3",57.132423,-2.082416,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HR","AB1  3HR","AB1 3HR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394826","0804445","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000078","01C40","S99999999","S01000055","S02000012","1","5B2","S00089041","S01006629","S02001257","S34003135","S03000012","S99999999","S99999999","1","7D3",57.130892,-2.087104,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HS","AB1  3HS","AB1 3HS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394883","0804523","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000078","01C40","S99999999","S01000055","S02000012","1","5B2","S00089041","S01006629","S02001257","S34003135","S03000012","S99999999","S99999999","1","7D3",57.131594,-2.086164,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HT","AB1  3HT","AB1 3HT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394804","0804490","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000078","01C40","S99999999","S01000055","S02000012","1","5B2","S00089041","S01006629","S02001257","S34003135","S03000012","S99999999","S99999999","1","7D3",57.131296,-2.087468,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HU","AB1  3HU","AB1 3HU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394632","0804431","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000080","01C40","S99999999","S01000055","S02000012","1","5C2","S00089043","S01006629","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B1",57.130764,-2.090308,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HW","AB1  3HW","AB1 3HW","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394516","0804437","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000080","01C40","S99999999","S01000055","S02000012","1","5C2","S00089043","S01006629","S02001257","S34003081","S03000012","S99999999","S99999999","1","7B1",57.130817,-2.092225,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HX","AB1  3HX","AB1 3HX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394618","0804385","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000077","01C40","S99999999","S01000055","S02000012","1","5C1","S00089040","S01006629","S02001257","S34002980","S03000012","S99999999","S99999999","1","7B1",57.130351,-2.090539,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3HY","AB1  3HY","AB1 3HY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394490","0804388","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000081","01C40","S99999999","S01000055","S02000012","1","5C2","S00089044","S01006629","S02001257","S34002980","S03000012","S99999999","S99999999","1","7B1",57.130376,-2.092653,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3JA","AB1  3JA","AB1 3JA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394443","0804410","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000081","01C40","S99999999","S01000055","S02000012","1","5C2","S00089044","S01006629","S02001257","S34002980","S03000012","S99999999","S99999999","1","7B1",57.130573,-2.093430,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3JB","AB1  3JB","AB1 3JB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394458","0804470","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000079","01C40","S99999999","S01000055","S02000012","1","5C2","S00089042","S01006629","S02001257","S34002980","S03000012","S99999999","S99999999","1","3C2",57.131113,-2.093184,"S99999999","","S23000009",1081,"S99999999","S99999999","","",""
"AB1 3JD","AB1  3JD","AB1 3JD","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394876","0805012","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000111","01C39","S99999999","S01000069","S02000012","1","2A1","S00089077","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.135986,-2.086290,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JE","AB1  3JE","AB1 3JE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394956","0804996","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000111","01C39","S99999999","S01000069","S02000012","1","2A1","S00089077","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.135844,-2.084968,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JH","AB1  3JH","AB1 3JH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395047","0804992","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000110","01C39","S99999999","S01000069","S02000012","1","5C2","S00089076","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.135809,-2.083464,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JJ","AB1  3JJ","AB1 3JJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395171","0804999","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000113","01C39","S99999999","S01000069","S02000012","1","5C1","S00089079","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.135873,-2.081416,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JL","AB1  3JL","AB1 3JL","197308","197612","S99999999","S99999999","S12000033","S13002846","S99999999","0","395170","0805010","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000113","01C39","S99999999","S01000069","S02000012","1","5C1","S00089079","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.135972,-2.081433,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JN","AB1  3JN","AB1 3JN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395065","0804929","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000110","01C39","S99999999","S01000069","S02000012","1","5C2","S00089076","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.135243,-2.083166,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JP","AB1  3JP","AB1 3JP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395365","0804970","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000134","01C40","S99999999","S01000071","S02000015","1","5C2","S00089101","S01006632","S02001258","S34003083","S03000012","S99999999","S99999999","1","3C2",57.135614,-2.078210,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3JQ","AB1  3JQ","AB1 3JQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395344","0805006","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000135","01C40","S99999999","S01000071","S02000015","1","5C2","S00089102","S01006632","S02001258","S34003083","S03000012","S99999999","S99999999","1","7B1",57.135938,-2.078558,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3JR","AB1  3JR","AB1 3JR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395123","0804892","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000112","01C39","S99999999","S01000069","S02000012","1","5A2","S00089078","S01006626","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B3",57.134911,-2.082207,"S99999999","","S23000009",1300,"S99999999","S99999999","","",""
"AB1 3JS","AB1  3JS","AB1 3JS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395273","0805065","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000136","01C40","S99999999","S01000071","S02000015","1","2A1","S00089103","S01006632","S02001258","S34003083","S03000012","S99999999","S99999999","1","2C2",57.136467,-2.079732,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3JT","AB1  3JT","AB1 3JT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395287","0804957","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000121","01C39","S99999999","S01000071","S02000015","1","5C2","S00089087","S01006632","S02001258","S34003128","S03000012","S99999999","S99999999","1","7A1",57.135497,-2.079499,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3JU","AB1  3JU","AB1 3JU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395129","0804844","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000116","01C39","S99999999","S01000071","S02000015","1","5A1","S00089082","S01006632","S02001258","S34003128","S03000012","S99999999","S99999999","1","7B1",57.134480,-2.082107,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3JW","AB1  3JW","AB1 3JW","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395155","0804808","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000115","01C39","S99999999","S01000071","S02000015","1","5A1","S00089081","S01006632","S02001258","S34003128","S03000012","S99999999","S99999999","1","7B3",57.134157,-2.081677,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
